Name,mode,label,scale,eta,validity,fid,sfid,is,precision,recall
guide_mode=dynamic-nog-0.1+scale=20+label=1,dynamic-nog-0.1,1,20,1,0.8003,33.15529099,45.20612305,1.892770648,0.663085938,0.749779736
guide_mode=dynamic-nog-0.1+scale=50+label=1,dynamic-nog-0.1,1,50,1,0.9194,27.29999514,38.21296079,1.812231183,0.730957031,0.747136564
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=6,dynamic-one-0.1*(1-a),6,50,1,0.9263,32.86044441,63.47398861,1.734439135,0.263183594,0.731732777
guide_mode=dynamic-nog-0.1+scale=100+label=1,dynamic-nog-0.1,1,100,1,0.9248,31.94901143,42.66653359,1.828802228,0.73046875,0.76123348
guide_mode=manifold+scale=50+label=8,manifold,8,50,1,0.9263,22.12852533,51.84908756,1.599023342,0.514160156,0.820328542
guide_mode=dynamic-nog-0.1*a+scale=20+label=1,dynamic-nog-0.1*a,1,20,1,0.7969,33.0662141,45.91365381,1.921710968,0.648925781,0.765638767
guide_mode=dynamic-nog-0.5*a+scale=50+label=6,dynamic-nog-0.5*a,6,50,1,0.9253,12.27474732,24.95616613,1.68790102,0.712890625,0.767223382
guide_mode=dynamic-nog-0.1*a+scale=50+label=1,dynamic-nog-0.1*a,1,50,1,0.9053,28.569358,40.06613534,1.859403372,0.717773438,0.765638767
guide_mode=dynamic-nog-0.5+scale=50+label=6,dynamic-nog-0.5,6,50,1,0.9243,12.26154261,24.37811205,1.702786326,0.735839844,0.786012526
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=50+label=8,dynamic-two-0.1*a-0.1*(1-a),8,50,1,0.9243,12.58835389,30.32095741,1.587723851,0.680664063,0.777207392
guide_mode=dynamic-nog-0.1*a+scale=50+label=8,dynamic-nog-0.1*a,8,50,1,0.9243,12.56470541,29.71931971,1.577663183,0.6953125,0.76386037
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=6,dynamic-two-0.1*a*(1-a),6,50,1,0.9233,12.22877171,25.9938531,1.690244317,0.693359375,0.774530271
guide_mode=dynamic-nog-0.1*a+scale=100+label=1,dynamic-nog-0.1*a,1,100,1,0.9263,33.13152216,44.6408947,1.811644435,0.731445313,0.76123348
guide_mode=dynamic-nog-0.1+scale=50+label=8,dynamic-nog-0.1,8,50,1,0.9209,12.81333263,30.12318442,1.603574991,0.688476563,0.77412731
guide_mode=dynamic-two-0.5*a*(1-a)+scale=50+label=6,dynamic-two-0.5*a*(1-a),6,50,1,0.9204,11.99727193,25.99268369,1.691398859,0.703125,0.779749478
guide_mode=dynamic-fonly+scale=50+label=6,dynamic-fonly,6,50,1,0.9204,12.42167259,26.057068,1.717601776,0.697265625,0.776617954
guide_mode=dynamic-nog-0.5+scale=20+label=1,dynamic-nog-0.5,1,20,1,0.8174,29.57604096,39.76404813,1.907901287,0.689941406,0.760352423
guide_mode=dynamic-nog-0.5*a+scale=50+label=8,dynamic-nog-0.5*a,8,50,1,0.917,12.56959064,29.78169381,1.599508405,0.688964844,0.785420945
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=6,dynamic-one-0.5*(1-a),6,50,1,0.9165,32.56639776,66.27116515,1.792131662,0.215820313,0.674321503
guide_mode=dynamic-nog-0.1*a+scale=50+label=6,dynamic-nog-0.1*a,6,50,1,0.9165,12.52670669,25.98740045,1.712402225,0.690917969,0.802713987
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=50+label=6,dynamic-two-0.1*a-0.1*(1-a),6,50,1,0.916,12.14929744,26.04157974,1.710102081,0.704101563,0.791231733
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=50+label=6,dynamic-two-0.5*a-0.5*(1-a),6,50,1,0.9146,12.14786935,26.19771739,1.74452877,0.674804688,0.774530271
guide_mode=dynamic-nog-0.5+scale=50+label=1,dynamic-nog-0.5,1,50,1,0.9097,25.08120942,34.06241318,1.791298389,0.739746094,0.753303965
guide_mode=dynamic-nog-0.1+scale=50+label=6,dynamic-nog-0.1,6,50,1,0.9116,12.54913127,26.07910755,1.705324531,0.704589844,0.769311065
guide_mode=dynamic-nog-0.5+scale=100+label=1,dynamic-nog-0.5,1,100,1,0.9463,29.45003751,38.35709119,1.813928127,0.763183594,0.758590308
guide_mode=dynamic-nog-0.5*a+scale=20+label=1,dynamic-nog-0.5*a,1,20,1,0.8052,32.39381251,44.71621163,1.91699636,0.645507813,0.777092511
guide_mode=dynamic-nog-0.5*a+scale=50+label=1,dynamic-nog-0.5*a,1,50,1,0.9009,28.10785693,38.54005423,1.832158327,0.73046875,0.748017621
guide_mode=dynamic-nog-0.5*a+scale=100+label=1,dynamic-nog-0.5*a,1,100,1,0.9214,33.56171,43.39546001,1.84491694,0.737792969,0.774449339
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=1,dynamic-one-0.1*(1-a),1,20,1,0.8223,46.0645206,104.9475056,1.995634913,0.204589844,0.840528634
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=1,dynamic-one-0.1*(1-a),1,50,1,0.9277,40.61364356,102.888463,1.890298247,0.194824219,0.796475771
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=1,dynamic-one-0.1*(1-a),1,100,1,0.9448,46.64598872,111.0759652,1.897248507,0.192382813,0.758590308
guide_mode=manifold+scale=5+label=8,manifold,8,5,1,0.8955,14.11744975,32.70224024,1.668490052,0.639160156,0.799794661
guide_mode=dynamic-two-0.5*a*(1-a)+scale=20+label=4,dynamic-two-0.5*a*(1-a),4,20,1,0.8862,11.94254216,30.23588541,1.700887322,0.664550781,0.818737271
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=4,dynamic-one-0.5*(1-a),4,20,1,0.8862,34.95544981,67.4395025,1.826671839,0.207519531,0.717922607
guide_mode=classifier+scale=0.5+label=6,classifier,6,0.5,1,0.8828,10.08957042,26.97548445,1.727652431,0.674804688,0.772442589
guide_mode=dynamic-fonly+scale=20+label=4,dynamic-fonly,4,20,1,0.8823,12.58512306,30.79947008,1.692695737,0.66796875,0.802443992
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=20+label=4,dynamic-two-0.1*a-0.1*(1-a),4,20,1,0.8823,12.28555468,30.32622675,1.706171155,0.671386719,0.801425662
guide_mode=dynamic-nog-0.5+scale=20+label=4,dynamic-nog-0.5,4,20,1,0.8813,12.54989606,30.30687794,1.688954115,0.691894531,0.771894094
guide_mode=dynamic-nog-0.1+scale=20+label=4,dynamic-nog-0.1,4,20,1,0.8804,12.29515598,30.16606839,1.699414611,0.669433594,0.804480652
guide_mode=dynamic-nog-0.1*a+scale=20+label=4,dynamic-nog-0.1*a,4,20,1,0.8794,12.26560541,30.09341198,1.710458636,0.673828125,0.796334012
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=4,dynamic-one-0.1*(1-a),4,20,1,0.8779,33.1443675,63.17850443,1.856503725,0.256835938,0.760692464
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=20+label=4,dynamic-two-0.5*a-0.5*(1-a),4,20,1,0.876,11.87085308,29.20764725,1.702969551,0.64453125,0.819755601
guide_mode=dynamic-nog-0.5*a+scale=20+label=4,dynamic-nog-0.5*a,4,20,1,0.8745,12.59313209,29.85416544,1.689016461,0.673828125,0.785132383
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=4,dynamic-two-0.1*a*(1-a),4,20,1,0.874,12.36587774,30.70945655,1.712397933,0.662597656,0.820773931
guide_mode=dynamic-fonly+scale=20+label=8,dynamic-fonly,8,20,1,0.8491,14.90514664,33.24877638,1.688289046,0.626464844,0.798767967
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=20+label=8,dynamic-two-0.5*a-0.5*(1-a),8,20,1,0.8477,15.30412184,33.37342631,1.723477244,0.600585938,0.816221766
guide_mode=dynamic-two-0.5*a*(1-a)+scale=20+label=8,dynamic-two-0.5*a*(1-a),8,20,1,0.8462,15.12699747,33.36551924,1.721232414,0.611816406,0.801848049
guide_mode=dynamic-nog-0.1*a+scale=20+label=8,dynamic-nog-0.1*a,8,20,1,0.8418,15.4771027,32.96987782,1.690587759,0.627441406,0.804928131
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=20+label=8,dynamic-two-0.1*a-0.1*(1-a),8,20,1,0.8408,15.11858686,32.60051978,1.706885338,0.611328125,0.816221766
guide_mode=dynamic-nog-0.5*a+scale=20+label=8,dynamic-nog-0.5*a,8,20,1,0.8394,15.75538093,32.73237984,1.700993419,0.616699219,0.77926078
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=8,dynamic-one-0.5*(1-a),8,20,1,0.8394,30.86182973,65.88064337,1.804022074,0.21875,0.716632444
guide_mode=manifold+scale=5+label=6,manifold,6,5,1,0.8389,15.12273179,34.84748413,1.778243423,0.600585938,0.795407098
guide_mode=dynamic-nog-0.1+scale=20+label=8,dynamic-nog-0.1,8,20,1,0.8384,15.26077974,32.67587113,1.672467351,0.617675781,0.775154004
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=8,dynamic-one-0.1*(1-a),8,20,1,0.8379,29.53054237,61.73801784,1.790896893,0.2421875,0.746406571
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=8,dynamic-two-0.1*a*(1-a),8,20,1,0.8369,15.51735305,33.49028153,1.701774716,0.621582031,0.785420945
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=1,dynamic-one-0.5*(1-a),1,20,1,0.8218,48.50170033,112.2190916,1.968408704,0.162109375,0.863436123
guide_mode=dynamic-one-0.5*(1-a)+scale=50+label=1,dynamic-one-0.5*(1-a),1,50,1,0.9268,44.50959126,109.0963128,1.91548419,0.159667969,0.8
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=1,dynamic-one-0.5*(1-a),1,100,1,0.9351,49.3878325,115.4000526,1.929948568,0.169433594,0.785903084
guide_mode=dynamic-nog-0.5+scale=20+label=8,dynamic-nog-0.5,8,20,1,0.8179,16.42339464,33.66011432,1.722117782,0.616699219,0.778234086
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=1,dynamic-two-0.1*a*(1-a),1,20,1,0.7959,33.64235311,47.69696072,1.917086124,0.66015625,0.779735683
guide_mode=dynamic-two-0.1*a*(1-a)+scale=50+label=1,dynamic-two-0.1*a*(1-a),1,50,1,0.9067,29.19298365,41.16551535,1.858533978,0.716796875,0.765638767
guide_mode=dynamic-two-0.1*a*(1-a)+scale=100+label=1,dynamic-two-0.1*a*(1-a),1,100,1,0.9355,33.48257476,45.15538481,1.833992243,0.72265625,0.77092511
guide_mode=dynamic-nog-0.1+scale=20+label=6,dynamic-nog-0.1,6,20,1,0.7998,14.19904531,33.05477216,1.781673074,0.625976563,0.795407098
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=20+label=1,dynamic-two-0.1*a-0.1*(1-a),1,20,1,0.7915,34.1585704,48.52707803,1.938666224,0.651855469,0.785903084
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=50+label=1,dynamic-two-0.1*a-0.1*(1-a),1,50,1,0.9062,30.04275051,40.89917314,1.850960016,0.720214844,0.774449339
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=6,dynamic-one-0.1*(1-a),6,20,1,0.7935,33.09118333,65.30553913,1.84644866,0.240234375,0.777661795
guide_mode=dynamic-two-0.5*a*(1-a)+scale=20+label=6,dynamic-two-0.5*a*(1-a),6,20,1,0.7925,14.28260197,33.99677845,1.784040809,0.598632813,0.811064718
guide_mode=dynamic-fonly+scale=20+label=6,dynamic-fonly,6,20,1,0.792,14.82071271,34.34136521,1.765257597,0.600097656,0.818371608
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=100+label=1,dynamic-two-0.1*a-0.1*(1-a),1,100,1,0.9316,34.13227045,45.20048011,1.831914067,0.732421875,0.764757709
guide_mode=dynamic-two-0.5*a*(1-a)+scale=20+label=1,dynamic-two-0.5*a*(1-a),1,20,1,0.7915,33.13534534,48.72095078,1.903740048,0.653320313,0.803524229
guide_mode=dynamic-two-0.5*a*(1-a)+scale=50+label=1,dynamic-two-0.5*a*(1-a),1,50,1,0.9038,28.84879175,41.84630305,1.854990482,0.706542969,0.78061674
guide_mode=dynamic-two-0.1*a*(1-a)+scale=20+label=6,dynamic-two-0.1*a*(1-a),6,20,1,0.791,14.61623266,33.76713053,1.778506756,0.6015625,0.793319415
guide_mode=dynamic-nog-0.5+scale=20+label=6,dynamic-nog-0.5,6,20,1,0.7876,15.05850315,32.76988771,1.781707287,0.614746094,0.793319415
guide_mode=dynamic-nog-0.1*a+scale=20+label=6,dynamic-nog-0.1*a,6,20,1,0.7871,14.6473152,33.13649312,1.783967495,0.591796875,0.80480167
guide_mode=dynamic-nog-0.5*a+scale=20+label=6,dynamic-nog-0.5*a,6,20,1,0.7871,14.72570853,32.79433605,1.771290541,0.60546875,0.810020877
guide_mode=dynamic-two-0.1*a-0.1*(1-a)+scale=20+label=6,dynamic-two-0.1*a-0.1*(1-a),6,20,1,0.7866,14.65289556,33.43958947,1.79554081,0.6171875,0.812108559
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=20+label=6,dynamic-two-0.5*a-0.5*(1-a),6,20,1,0.7861,15.44490352,33.70207122,1.80461657,0.555175781,0.834029228
guide_mode=dynamic-two-0.5*a*(1-a)+scale=100+label=1,dynamic-two-0.5*a*(1-a),1,100,1,0.9282,33.05340954,45.47050356,1.858641028,0.718261719,0.783259912
guide_mode=dynamic-one-0.5*(1-a)+scale=20+label=6,dynamic-one-0.5*(1-a),6,20,1,0.7812,34.0287172,70.08858145,1.861130357,0.206542969,0.779749478
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=8,dynamic-full-0.5*a*(1-a),8,100,1,0.2969,48.33582857,73.82078687,2.035266876,0.264160156,0.825462012
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=4,dynamic-full-0.5*a*(1-a),4,100,1,0.2554,52.60078366,70.9848585,2.054601192,0.214355469,0.886965377
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=6,dynamic-full-0.5*a*(1-a),6,100,1,0.228,41.3338395,81.32588552,2.030589342,0.212402344,0.878914405
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=20+label=1,dynamic-two-0.5*a-0.5*(1-a),1,20,1,0.7837,34.73924341,49.13050783,1.917073607,0.628417969,0.836123348
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=8,dynamic-full-0.5*a*(1-a),8,50,1,0.1904,55.4961268,82.49387275,2.012736082,0.210449219,0.820328542
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=4,dynamic-full-0.5*a*(1-a),4,50,1,0.1689,62.11672596,75.68050329,2.055408001,0.169921875,0.884928717
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=50+label=1,dynamic-two-0.5*a-0.5*(1-a),1,50,1,0.9033,29.39358779,42.59273623,1.860513568,0.689941406,0.820264317
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=6,dynamic-full-0.5*a*(1-a),6,50,1,0.1572,44.44091219,85.67966611,2.022316217,0.19921875,0.86743215
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=8,dynamic-full-0.5*a*(1-a),8,20,1,0.1362,59.75778811,88.00204686,2.023361921,0.172363281,0.801848049
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=8,dynamic-full-0.1*a*(1-a),8,100,1,0.1343,60.07211744,87.99971362,2.024632454,0.166992188,0.790554415
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=4,dynamic-full-0.5*a*(1-a),4,20,1,0.1309,67.55038094,79.15145239,2.050366163,0.141601563,0.853360489
guide_mode=dynamic-two-0.5*a-0.5*(1-a)+scale=100+label=1,dynamic-two-0.5*a-0.5*(1-a),1,100,1,0.9272,34.201877,47.55413244,1.851819634,0.70703125,0.801762115
guide_mode=manifold+scale=5+label=1,manifold,1,5,1,0.8242,34.87402878,49.85131104,1.920037031,0.662109375,0.782378855
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=4,dynamic-full-0.1*a*(1-a),4,100,1,0.1299,68.65916618,79.63498286,2.043674231,0.142578125,0.853360489
guide_mode=manifold+scale=20+label=1,manifold,1,20,1,0.9429,30.52530162,43.29486675,1.812221169,0.729492188,0.777092511
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=8,dynamic-full-0.1*a*(1-a),8,50,1,0.1187,61.80308518,89.94878209,2.026175022,0.156738281,0.788501027
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=6,dynamic-full-0.1*a*(1-a),6,100,1,0.1182,47.21079254,88.76485206,2.031401634,0.178710938,0.850730689
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=6,dynamic-full-0.5*a*(1-a),6,20,1,0.1182,46.77563559,88.77313177,2.030893087,0.17578125,0.854906054
guide_mode=manifold+scale=50+label=1,manifold,1,50,1,0.9116,56.68088382,75.51238276,1.948680282,0.694335938,0.77092511
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=4,dynamic-full-0.1*a*(1-a),4,50,1,0.1162,70.57569227,80.83746479,2.039690971,0.1328125,0.845213849
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=4,dynamic-full-0.1*a*(1-a),4,20,1,0.1104,71.56397035,81.50052415,2.037069321,0.131347656,0.842158859
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=8,dynamic-full-0.1*a*(1-a),8,20,1,0.1094,62.68997456,91.10640855,2.031455517,0.146484375,0.778234086
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=6,dynamic-full-0.1*a*(1-a),6,50,1,0.1094,47.95060848,89.72988272,2.028851509,0.17578125,0.842379958
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=6,dynamic-full-0.1*a*(1-a),6,20,1,0.105,48.35669345,90.35185897,2.037199259,0.174804688,0.841336117
guide_mode=classifier+scale=2.0+label=1,classifier,1,2,0,0.999,12.01887384,34.86050276,1.459807158,0.864746094,0.630837004
guide_mode=classifier+scale=2.0+label=4,classifier,4,2,0,0.9971,47.67836355,86.12513313,1.579437375,0.7109375,0.33503055
guide_mode=classifier+scale=2.0+label=6,classifier,6,2,0,0.9746,58.15998679,50.48670184,1.738274097,0.71875,0.410229645
guide_mode=classifier+scale=2.0+label=8,classifier,8,2,0,0.9976,60.28696312,85.38440752,1.487906098,0.780273438,0.178644764
guide_mode=classifier+scale=1.0+label=6,classifier,6,1,0,0.9375,29.212534,36.11088413,1.740912676,0.695800781,0.622129436
guide_mode=classifier+scale=1.0+label=4,classifier,4,1,0,0.9858,27.83248138,51.30020515,1.630236506,0.751464844,0.580448065
guide_mode=classifier+scale=1.0+label=1,classifier,1,1,0,0.9795,8.623018049,24.92017619,1.534035206,0.823730469,0.725991189
guide_mode=classifier+scale=1.0+label=8,classifier,8,1,0,0.9844,30.49014623,51.95155983,1.439190865,0.791503906,0.530800821
guide_mode=classifier+scale=0.5+label=6,classifier,6,0.5,0,0.854,17.52048366,33.01988702,1.75754559,0.625976563,0.783924843
guide_mode=classifier+scale=0.5+label=1,classifier,1,0.5,0,0.918,10.59654139,23.63323823,1.661435723,0.745605469,0.773568282
guide_mode=classifier+scale=0.5+label=8,classifier,8,0.5,0,0.9448,14.36171748,33.96980027,1.522220969,0.760253906,0.746406571
guide_mode=classifier+scale=0.5+label=4,classifier,4,0.5,0,0.9536,14.99966896,32.71254823,1.697279692,0.687988281,0.764765784
guide_mode=dynamic-fonly+scale=100+label=6,dynamic-fonly,6,100,0,0.853,26.85999999,43.76310012,1.681869626,0.492675781,0.677453027
guide_mode=dynamic-fonly+scale=100+label=4,dynamic-fonly,4,100,0,0.938,22.35060823,46.5752994,1.6400038,0.504394531,0.689409369
guide_mode=dynamic-fonly+scale=100+label=1,dynamic-fonly,1,100,0,0.8921,60.68417935,76.08935921,1.964480042,0.547363281,0.785022026
guide_mode=dynamic-fonly+scale=50+label=6,dynamic-fonly,6,50,0,0.8257,25.00149293,43.50669678,1.712501764,0.480957031,0.741127349
guide_mode=dynamic-fonly+scale=100+label=8,dynamic-fonly,8,100,0,0.9253,15.67107646,38.37226909,1.682252645,0.577636719,0.825462012
guide_mode=dynamic-fonly+scale=50+label=4,dynamic-fonly,4,50,0,0.9248,19.29863873,43.35831331,1.640289783,0.541992188,0.760692464
guide_mode=dynamic-fonly+scale=50+label=1,dynamic-fonly,1,50,0,0.8467,55.53051267,72.07842336,1.990564108,0.55078125,0.820264317
guide_mode=dynamic-fonly+scale=50+label=8,dynamic-fonly,8,50,0,0.916,13.79040567,36.62570105,1.660438418,0.609375,0.818275154
guide_mode=dynamic-fonly+scale=20+label=6,dynamic-fonly,6,20,0,0.7461,23.72748472,45.09493721,1.750821233,0.451660156,0.811064718
guide_mode=dynamic-fonly+scale=20+label=1,dynamic-fonly,1,20,0,0.7705,54.49787975,71.63785405,2.046231747,0.53125,0.817621145
guide_mode=dynamic-fonly+scale=20+label=4,dynamic-fonly,4,20,0,0.876,18.39842411,41.51157929,1.707058549,0.534179688,0.805498982
guide_mode=dynamic-fonly+scale=20+label=8,dynamic-fonly,8,20,0,0.8857,14.42786875,38.63294765,1.684032083,0.591308594,0.825462012
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=6,dynamic-full-0.1*a*(1-a),6,100,0,0.1123,47.29993498,90.39073703,2.042449951,0.174316406,0.844467641
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=4,dynamic-full-0.1*a*(1-a),4,100,0,0.1201,67.93663527,79.69776754,2.058817863,0.149414063,0.865580448
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=1,dynamic-full-0.1*a*(1-a),1,100,0,0.1226,121.7436414,147.9302699,2.046468496,0.208496094,0.854625551
guide_mode=dynamic-full-0.1*a*(1-a)+scale=100+label=8,dynamic-full-0.1*a*(1-a),8,100,0,0.1504,59.13225929,86.551165,2.037507534,0.169433594,0.834702259
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=6,dynamic-full-0.1*a*(1-a),6,50,0,0.1011,47.86819871,91.28896951,2.046259165,0.173339844,0.842379958
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=4,dynamic-full-0.1*a*(1-a),4,50,0,0.1045,70.02398677,80.81927968,2.057593584,0.142089844,0.855397149
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=1,dynamic-full-0.1*a*(1-a),1,50,0,0.1162,123.1491933,149.1235836,2.044249773,0.204589844,0.854625551
guide_mode=dynamic-full-0.1*a*(1-a)+scale=50+label=8,dynamic-full-0.1*a*(1-a),8,50,0,0.126,60.76982995,88.31209233,2.040517092,0.157714844,0.814168378
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=6,dynamic-full-0.1*a*(1-a),6,20,0,0.0981,48.03326808,91.73566648,2.04122901,0.166503906,0.845511482
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=4,dynamic-full-0.1*a*(1-a),4,20,0,0.0986,70.7082978,81.32567538,2.035755396,0.140625,0.856415479
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=1,dynamic-full-0.1*a*(1-a),1,20,0,0.1118,124.3694587,149.7888581,2.037465334,0.196777344,0.841409692
guide_mode=dynamic-full-0.1*a*(1-a)+scale=20+label=8,dynamic-full-0.1*a*(1-a),8,20,0,0.1152,61.63798776,89.41970496,2.035216093,0.163574219,0.81724846
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=6,dynamic-full-0.5*a*(1-a),6,100,0,0.1812,44.50290552,84.12408254,2.048919201,0.221679688,0.869519833
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=4,dynamic-full-0.5*a*(1-a),4,100,0,0.1978,56.55853009,73.49192369,2.082901716,0.186523438,0.889002037
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=1,dynamic-full-0.5*a*(1-a),1,100,0,0.1885,111.6228228,140.5690082,2.096132755,0.247070313,0.889867841
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=6,dynamic-full-0.5*a*(1-a),6,50,0,0.1362,46.60810863,87.76778553,2.038501978,0.188476563,0.854906054
guide_mode=dynamic-full-0.5*a*(1-a)+scale=100+label=8,dynamic-full-0.5*a*(1-a),8,100,0,0.3281,49.35583679,74.00055616,2.055287123,0.270996094,0.844969199
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=4,dynamic-full-0.5*a*(1-a),4,50,0,0.1479,63.08176721,76.8137674,2.07733798,0.149414063,0.892057026
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=1,dynamic-full-0.5*a*(1-a),1,50,0,0.1548,116.5122824,144.4503836,2.065617561,0.227050781,0.901321586
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=6,dynamic-full-0.5*a*(1-a),6,20,0,0.1123,47.77859176,90.1146501,2.048696995,0.184082031,0.845511482
guide_mode=dynamic-full-0.5*a*(1-a)+scale=50+label=8,dynamic-full-0.5*a*(1-a),8,50,0,0.2236,55.46853975,81.16488428,2.048532724,0.217773438,0.839835729
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=4,dynamic-full-0.5*a*(1-a),4,20,0,0.1196,66.98312146,78.78527259,2.065678835,0.148925781,0.860488798
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=1,dynamic-full-0.5*a*(1-a),1,20,0,0.123,120.6338877,148.099232,2.054278851,0.218261719,0.888986784
guide_mode=dynamic-full-0.5*a*(1-a)+scale=20+label=8,dynamic-full-0.5*a*(1-a),8,20,0,0.1514,59.94172571,86.68635761,2.046087265,0.182617188,0.839835729
guide_mode=dynamic-nog-0.1+scale=100+label=1,dynamic-nog-0.1,1,100,0,0.8867,59.38462249,73.7799765,1.944035053,0.561523438,0.757709251
guide_mode=dynamic-nog-0.1+scale=100+label=6,dynamic-nog-0.1,6,100,0,0.8501,26.04273248,42.08586825,1.67399931,0.511230469,0.67954071
guide_mode=dynamic-nog-0.1+scale=100+label=4,dynamic-nog-0.1,4,100,0,0.9434,21.43234113,45.4694323,1.634801388,0.516113281,0.698574338
guide_mode=dynamic-nog-0.1+scale=100+label=8,dynamic-nog-0.1,8,100,0,0.9121,15.08075889,36.64833649,1.669109225,0.584472656,0.834702259
guide_mode=dynamic-nog-0.1+scale=50+label=6,dynamic-nog-0.1,6,50,0,0.8276,24.12335044,41.69705589,1.711640835,0.500488281,0.752609603
guide_mode=dynamic-nog-0.1+scale=50+label=4,dynamic-nog-0.1,4,50,0,0.9263,18.62063022,42.5940411,1.618358612,0.55859375,0.752545825
guide_mode=dynamic-nog-0.1+scale=50+label=1,dynamic-nog-0.1,1,50,0,0.854,53.7581658,68.75122384,1.958162546,0.576660156,0.839647577
guide_mode=dynamic-nog-0.1+scale=50+label=8,dynamic-nog-0.1,8,50,0,0.9189,13.59749737,35.72557065,1.655347228,0.603027344,0.830595483
guide_mode=dynamic-nog-0.1+scale=20+label=6,dynamic-nog-0.1,6,20,0,0.7485,23.1792506,43.38759045,1.762871623,0.458984375,0.807933194
guide_mode=dynamic-nog-0.1+scale=20+label=4,dynamic-nog-0.1,4,20,0,0.8813,18.24853398,40.0111492,1.706884623,0.542480469,0.794297352
guide_mode=dynamic-nog-0.1+scale=20+label=1,dynamic-nog-0.1,1,20,0,0.7681,54.36067741,68.2951703,2.039260626,0.545410156,0.835242291
guide_mode=dynamic-nog-0.1+scale=20+label=8,dynamic-nog-0.1,8,20,0,0.8843,14.48572475,37.71451227,1.686045408,0.623535156,0.831622177
guide_mode=dynamic-nog-0.1*a+scale=100+label=1,dynamic-nog-0.1*a,1,100,0,0.8779,60.42275685,74.4416068,1.966802955,0.55859375,0.781497797
