Name,mode,label,scale,eta,validity,fid,sfid,is,precision,recall
guide_mode=dynamic-nog-0.1*a+scale=100+label=6,dynamic-nog-0.1*a,6,100,0,0.8506,26.21409646,42.50356353,1.681554556,0.497070313,0.684759916
guide_mode=dynamic-nog-0.1*a+scale=100+label=4,dynamic-nog-0.1*a,4,100,0,0.9326,21.70719866,45.75834161,1.626247764,0.512695313,0.701629328
guide_mode=dynamic-nog-0.1*a+scale=50+label=1,dynamic-nog-0.1*a,1,50,0,0.8433,54.76486337,70.43757142,1.975026131,0.574707031,0.823788546
guide_mode=dynamic-nog-0.1*a+scale=100+label=8,dynamic-nog-0.1*a,8,100,0,0.9189,15.31831582,36.92735958,1.685901642,0.591308594,0.828542094
guide_mode=dynamic-nog-0.1*a+scale=50+label=4,dynamic-nog-0.1*a,4,50,0,0.9307,18.72361945,42.14970784,1.63809073,0.538085938,0.771894094
guide_mode=dynamic-nog-0.1*a+scale=50+label=6,dynamic-nog-0.1*a,6,50,0,0.8281,24.39861694,42.06557441,1.704273582,0.498535156,0.747390397
guide_mode=dynamic-nog-0.1*a+scale=20+label=1,dynamic-nog-0.1*a,1,20,0,0.77,54.58529405,69.97498474,2.03681016,0.545898438,0.832599119
guide_mode=dynamic-nog-0.1*a+scale=50+label=8,dynamic-nog-0.1*a,8,50,0,0.9185,13.57227339,35.71059022,1.655330896,0.620117188,0.803901437
guide_mode=dynamic-nog-0.1*a+scale=20+label=6,dynamic-nog-0.1*a,6,20,0,0.7397,23.37979184,43.94787663,1.75581193,0.443359375,0.824634656
guide_mode=dynamic-nog-0.1*a+scale=20+label=4,dynamic-nog-0.1*a,4,20,0,0.8828,17.89038343,39.87982684,1.718476176,0.540527344,0.808553971
guide_mode=dynamic-nog-0.1*a+scale=20+label=8,dynamic-nog-0.1*a,8,20,0,0.8813,14.57923268,37.37705596,1.694499135,0.603515625,0.809034908
guide_mode=dynamic-nog-0.5+scale=100+label=6,dynamic-nog-0.5,6,100,0,0.853,25.20785564,40.62861922,1.663739085,0.517578125,0.658663883
guide_mode=dynamic-nog-0.5+scale=100+label=4,dynamic-nog-0.5,4,100,0,0.9307,21.30503501,45.72557983,1.632629514,0.525390625,0.696537678
guide_mode=dynamic-nog-0.5+scale=100+label=1,dynamic-nog-0.5,1,100,0,0.8901,56.55865198,69.43962519,1.958727956,0.555664063,0.795594714
guide_mode=dynamic-nog-0.5+scale=100+label=8,dynamic-nog-0.5,8,100,0,0.9253,14.79181335,36.02976487,1.663278341,0.602050781,0.80698152
guide_mode=dynamic-nog-0.5+scale=50+label=1,dynamic-nog-0.5,1,50,0,0.8716,50.7571341,65.44358054,1.949499607,0.574707031,0.803524229
guide_mode=dynamic-nog-0.5+scale=50+label=6,dynamic-nog-0.5,6,50,0,0.833,23.4059894,40.6345927,1.714266658,0.517578125,0.756784969
guide_mode=dynamic-nog-0.5+scale=50+label=4,dynamic-nog-0.5,4,50,0,0.9243,18.60626638,42.55976539,1.635588527,0.567871094,0.748472505
guide_mode=dynamic-nog-0.5+scale=50+label=8,dynamic-nog-0.5,8,50,0,0.9214,13.68161908,35.55498134,1.655200601,0.604980469,0.804928131
guide_mode=dynamic-nog-0.5+scale=20+label=1,dynamic-nog-0.5,1,20,0,0.771,52.4471857,64.43184254,2.040087223,0.533203125,0.831718062
guide_mode=dynamic-nog-0.5+scale=20+label=6,dynamic-nog-0.5,6,20,0,0.7578,22.90818211,41.94414045,1.761970162,0.480957031,0.822546973
guide_mode=dynamic-nog-0.5+scale=20+label=4,dynamic-nog-0.5,4,20,0,0.8833,18.07289459,40.21438553,1.709573388,0.552246094,0.802443992
guide_mode=dynamic-nog-0.5+scale=20+label=8,dynamic-nog-0.5,8,20,0,0.8755,14.76766609,37.30937767,1.685747862,0.602050781,0.824435318
guide_mode=dynamic-nog-0.5*a+scale=100+label=1,dynamic-nog-0.5*a,1,100,0,0.8848,59.6070248,73.78340458,1.950123191,0.561035156,0.784140969
guide_mode=dynamic-nog-0.5*a+scale=100+label=6,dynamic-nog-0.5*a,6,100,0,0.8486,26.04724148,42.21152319,1.679544449,0.486816406,0.66388309
guide_mode=dynamic-nog-0.5*a+scale=100+label=4,dynamic-nog-0.5*a,4,100,0,0.9312,21.51689701,45.14945873,1.631147385,0.516113281,0.716904277
guide_mode=dynamic-nog-0.5*a+scale=50+label=1,dynamic-nog-0.5*a,1,50,0,0.8462,54.49927516,69.42166644,1.974189043,0.563476563,0.827312775
guide_mode=dynamic-nog-0.5*a+scale=100+label=8,dynamic-nog-0.5*a,8,100,0,0.9224,14.83364451,36.14014574,1.661063313,0.588867188,0.830595483
guide_mode=dynamic-nog-0.5*a+scale=50+label=4,dynamic-nog-0.5*a,4,50,0,0.9238,18.90425481,42.09930077,1.638807535,0.55078125,0.761710794
guide_mode=dynamic-nog-0.5*a+scale=50+label=6,dynamic-nog-0.5*a,6,50,0,0.8237,23.6931344,41.58080121,1.711376071,0.504882813,0.746346555
guide_mode=dynamic-nog-0.5*a+scale=20+label=1,dynamic-nog-0.5*a,1,20,0,0.7832,53.87640282,68.96850177,2.027558327,0.546386719,0.835242291
guide_mode=dynamic-nog-0.5*a+scale=50+label=8,dynamic-nog-0.5*a,8,50,0,0.9131,13.6669382,35.3925112,1.645586014,0.591796875,0.809034908
guide_mode=dynamic-nog-0.5*a+scale=20+label=6,dynamic-nog-0.5*a,6,20,0,0.7427,23.06575128,43.0836081,1.756117582,0.462890625,0.829853862
guide_mode=dynamic-nog-0.5*a+scale=20+label=4,dynamic-nog-0.5*a,4,20,0,0.8789,18.00349964,39.84644443,1.71183455,0.554199219,0.789205703
guide_mode=dynamic-nog-0.5*a+scale=20+label=8,dynamic-nog-0.5*a,8,20,0,0.8799,14.39230881,37.12506982,1.682390809,0.588867188,0.826488706
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=1,dynamic-one-0.1*(1-a),1,100,0,0.8926,62.15915946,82.64441306,2.007653713,0.404785156,0.828193833
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=6,dynamic-one-0.1*(1-a),6,100,0,0.8584,26.35851983,45.67654803,1.717355967,0.397460938,0.69519833
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=4,dynamic-one-0.1*(1-a),4,100,0,0.9443,25.55902086,50.15020977,1.657595158,0.423339844,0.712830957
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=1,dynamic-one-0.1*(1-a),1,50,0,0.8569,54.98978135,78.70604181,2.025178194,0.401367188,0.885462555
guide_mode=dynamic-one-0.1*(1-a)+scale=100+label=8,dynamic-one-0.1*(1-a),8,100,0,0.9229,16.39801643,41.10477856,1.725756049,0.521972656,0.835728953
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=6,dynamic-one-0.1*(1-a),6,50,0,0.8325,24.5535261,45.7630245,1.757024169,0.406738281,0.767223382
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=4,dynamic-one-0.1*(1-a),4,50,0,0.9292,23.08260127,47.85915743,1.690106511,0.446289063,0.766802444
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=1,dynamic-one-0.1*(1-a),1,20,0,0.7876,53.97109029,77.65687041,2.11406827,0.379882813,0.882819383
guide_mode=dynamic-one-0.1*(1-a)+scale=50+label=8,dynamic-one-0.1*(1-a),8,50,0,0.9077,15.71117101,40.19467662,1.717460275,0.536132813,0.829568789
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=6,dynamic-one-0.1*(1-a),6,20,0,0.7593,23.92316388,47.90292033,1.812119007,0.384277344,0.824634656
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=4,dynamic-one-0.1*(1-a),4,20,0,0.8911,22.14491635,45.80127098,1.748906612,0.446777344,0.806517312
guide_mode=dynamic-one-0.1*(1-a)+scale=20+label=8,dynamic-one-0.1*(1-a),8,20,0,0.8862,16.44956889,42.23501839,1.746157169,0.530273438,0.850102669
guide_mode=dynamic-one-0.5*(1-a)+scale=100+label=1,dynamic-one-0.5*(1-a),1,100,0,0.8813,74.31909063,91.09674769,2.01196146,0.346191406,0.826431718
